career_id,career_name,Career level,category,description,educational_requirements,certifications,minimum_elligibilty,core_skills,soft_skills,in_demand_skills,expected_salary(Annual),growth_path,learning_resources,embedding_text
23,AI Engineer,Intern,Technology & Engineering,Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development.,Enrolled in a CS or related degree,"Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science","Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field","Python, basic statistics, data preprocessing, and introductory machine learning"," Curiosity, willingness to learn, attention to detail, and teamwork","Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML.","₹15,000–₹30,000/month",Intern → Junior AI Engineer,"Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials","career_name: AI Engineer | Career level: Intern | category: Technology & Engineering | description: Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development. | educational_requirements: Enrolled in a CS or related degree | certifications: Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science | minimum_elligibilty: Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field | core_skills: Python, basic statistics, data preprocessing, and introductory machine learning | soft_skills:  Curiosity, willingness to learn, attention to detail, and teamwork | in_demand_skills: Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML. | expected_salary(Annual): ₹15,000–₹30,000/month | growth_path: Intern → Junior AI Engineer | learning_resources: Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials"
24,AI Engineer,Junior,Technology & Engineering,"Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers.","Bachelor’s in CS/AI; trained in ML, DL, and data structures.","ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate","Bachelor’s degree in CS, AI, or equivalent technical discipline","Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation","Leadership, mentoring, decision-making, conflict resolution","PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning",₹6–12 LPA,Junior AI Engineer → Senior AI Engineer,"DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows","career_name: AI Engineer | Career level: Junior | category: Technology & Engineering | description: Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers. | educational_requirements: Bachelor’s in CS/AI; trained in ML, DL, and data structures. | certifications: ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate | minimum_elligibilty: Bachelor’s degree in CS, AI, or equivalent technical discipline | core_skills: Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation | soft_skills: Leadership, mentoring, decision-making, conflict resolution | in_demand_skills: PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning | expected_salary(Annual): ₹6–12 LPA | growth_path: Junior AI Engineer → Senior AI Engineer | learning_resources: DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows"
25,AI Engineer,Intern,Technology & Engineering,Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development.,Enrolled in a CS or related degree,"Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science","Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field","Python, basic statistics, data preprocessing, and introductory machine learning","Negotiation, Critical Thinking, Adaptability","Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML.","₹15,000–₹30,000/month",Intern → Junior AI Engineer,"Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials","career_name: AI Engineer | Career level: Intern | category: Technology & Engineering | description: Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development. | educational_requirements: Enrolled in a CS or related degree | certifications: Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science | minimum_elligibilty: Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field | core_skills: Python, basic statistics, data preprocessing, and introductory machine learning | soft_skills: Negotiation, Critical Thinking, Adaptability | in_demand_skills: Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML. | expected_salary(Annual): ₹15,000–₹30,000/month | growth_path: Intern → Junior AI Engineer | learning_resources: Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials"
26,AI Engineer,Junior,Technology & Engineering,"Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers.","Bachelor’s in CS/AI; trained in ML, DL, and data structures.","ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate","Bachelor’s degree in CS, AI, or equivalent technical discipline","Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation","Negotiation, Adaptability, Teamwork","PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning",₹6–12 LPA,Junior AI Engineer → Senior AI Engineer,"DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows","career_name: AI Engineer | Career level: Junior | category: Technology & Engineering | description: Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers. | educational_requirements: Bachelor’s in CS/AI; trained in ML, DL, and data structures. | certifications: ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate | minimum_elligibilty: Bachelor’s degree in CS, AI, or equivalent technical discipline | core_skills: Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation | soft_skills: Negotiation, Adaptability, Teamwork | in_demand_skills: PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning | expected_salary(Annual): ₹6–12 LPA | growth_path: Junior AI Engineer → Senior AI Engineer | learning_resources: DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows"
27,AI Engineer,Intern,Technology & Engineering,Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development.,Enrolled in a CS or related degree,"Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science","Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field","Python, basic statistics, data preprocessing, and introductory machine learning","Leadership, Time Management, Critical Thinking","Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML.","₹15,000–₹30,000/month",Intern → Junior AI Engineer,"Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials","career_name: AI Engineer | Career level: Intern | category: Technology & Engineering | description: Assists in data preparation and model testing under close supervision to gain hands-on experience in AI development. | educational_requirements: Enrolled in a CS or related degree | certifications: Intro to Machine Learning (Coursera/edX/udemy), Python for Data Science | minimum_elligibilty: Minimum High School DiplomaCurrently pursuing undergraduate studies in CS, IT, or related field | core_skills: Python, basic statistics, data preprocessing, and introductory machine learning | soft_skills: Leadership, Time Management, Critical Thinking | in_demand_skills: Python & Jupyter notebook , Scikit-learn, Git & Github, prompt engineering, Basic ML. | expected_salary(Annual): ₹15,000–₹30,000/month | growth_path: Intern → Junior AI Engineer | learning_resources: Coursera – Machine Learning by Andrew Ng, Kaggle Learn, YouTube – free ML tutorials"
28,AI Engineer,Junior ,Technology & Engineering,"Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers.","Bachelor’s in CS/AI; trained in ML, DL, and data structures.","ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate","Bachelor’s degree in CS, AI, or equivalent technical discipline","Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation","Creativity, Negotiation, Leadership","PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning",₹6–12 LPA,Junior AI Engineer → Senior AI Engineer,"DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows","career_name: AI Engineer | Career level: Junior  | category: Technology & Engineering | description: Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers. | educational_requirements: Bachelor’s in CS/AI; trained in ML, DL, and data structures. | certifications: ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate | minimum_elligibilty: Bachelor’s degree in CS, AI, or equivalent technical discipline | core_skills: Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation | soft_skills: Creativity, Negotiation, Leadership | in_demand_skills: PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning | expected_salary(Annual): ₹6–12 LPA | growth_path: Junior AI Engineer → Senior AI Engineer | learning_resources: DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows"
29,AI Engineer,Junior,Technology & Engineering,"Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers.","Bachelor’s in CS/AI; trained in ML, DL, and data structures.","ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate","Bachelor’s degree in CS, AI, or equivalent technical discipline","Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation","Emotional Intelligence, Critical Thinking, Creativity","PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning",₹6–12 LPA,Junior AI Engineer → Senior AI Engineer,"DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows","career_name: AI Engineer | Career level: Junior | category: Technology & Engineering | description: Builds and fine-tunes machine learning models, contributing to AI solutions with guidance from senior engineers. | educational_requirements: Bachelor’s in CS/AI; trained in ML, DL, and data structures. | certifications: ML Specialization (Coursera), Deep Learning (Andrew Ng), TensorFlow Developer Certificate | minimum_elligibilty: Bachelor’s degree in CS, AI, or equivalent technical discipline | core_skills: Machine learning algorithms, deep learning frameworks (TensorFlow/PyTorch), data wrangling, model evaluation | soft_skills: Emotional Intelligence, Critical Thinking, Creativity | in_demand_skills: PyTorch/TensorFlow, Hugging Face Transformers, LangChain, SQL, model tuning | expected_salary(Annual): ₹6–12 LPA | growth_path: Junior AI Engineer → Senior AI Engineer | learning_resources: DeepLearning.AI Specializations, Fast.ai courses, GitHub projects, Medium articles on ML workflows"
30,AI Engineer,Senior,Technology & Engineering,"Leads end-to-end AI system design, mentors team members, and drives strategic innovation across projects.",Master’s/PhD in AI or CS; deep expertise in algorithms and deployment.,"Advanced AI/ML certifications (e.g., AWS Certified Machine Learning, Microsoft AI Engineer), NLP or Computer Vision specialization",Master’s or higher in AI/ML/CS with 3+ years of relevant experience,"AI system design, model optimization, deployment (MLOps), cloud platforms (AWS/GCP), leadership and mentoring","Time Management, Creativity, Emotional Intelligence","MLOps, cloud AI platforms (AWS/GCP/Azure), LLM fine-tuning, generative AI, system architecture,Agentic AI",₹25–50+ LPA,Senior AI Engineer → Lead AI Architect / AI Researcher / AI Product Head,"Stanford CS231n & CS224n, AWS & GCP AI documentation, arXiv papers, advanced MLOps guides","career_name: AI Engineer | Career level: Senior | category: Technology & Engineering | description: Leads end-to-end AI system design, mentors team members, and drives strategic innovation across projects. | educational_requirements: Master’s/PhD in AI or CS; deep expertise in algorithms and deployment. | certifications: Advanced AI/ML certifications (e.g., AWS Certified Machine Learning, Microsoft AI Engineer), NLP or Computer Vision specialization | minimum_elligibilty: Master’s or higher in AI/ML/CS with 3+ years of relevant experience | core_skills: AI system design, model optimization, deployment (MLOps), cloud platforms (AWS/GCP), leadership and mentoring | soft_skills: Time Management, Creativity, Emotional Intelligence | in_demand_skills: MLOps, cloud AI platforms (AWS/GCP/Azure), LLM fine-tuning, generative AI, system architecture,Agentic AI | expected_salary(Annual): ₹25–50+ LPA | growth_path: Senior AI Engineer → Lead AI Architect / AI Researcher / AI Product Head | learning_resources: Stanford CS231n & CS224n, AWS & GCP AI documentation, arXiv papers, advanced MLOps guides"
31,Architect,Senior,Architecture & Design,"Oversees multiple projects, mentors junior staff, and ensures design quality. Works closely with clients and consultants to deliver complex solutions.","B.Arch or M.Arch + 5+ years experience; specialization in urban design, heritage, or green architecture preferred",LEED AP or IGBC Accredited Professional; PMP or equivalent; Urban Design certificate,B.Arch or M.Arch + 5+ years of experience + proven project leadership,"Design leadership, regulatory compliance, stakeholder management, budgeting","Creativity, Time Management, Negotiation","Data-informed design, climate-resilient architecture, stakeholder engagement via immersive tech",₹12L – ₹24L,Progress to Expert Architect or Principal roles with strategic responsibilities,"IGBC certification courses, Advanced BIM coordination (Autodesk Academy), Urban design modules (FutureLearn), TED Talks on sustainable architecture","career_name: Architect | Career level: Senior | category: Architecture & Design | description: Oversees multiple projects, mentors junior staff, and ensures design quality. Works closely with clients and consultants to deliver complex solutions. | educational_requirements: B.Arch or M.Arch + 5+ years experience; specialization in urban design, heritage, or green architecture preferred | certifications: LEED AP or IGBC Accredited Professional; PMP or equivalent; Urban Design certificate | minimum_elligibilty: B.Arch or M.Arch + 5+ years of experience + proven project leadership | core_skills: Design leadership, regulatory compliance, stakeholder management, budgeting | soft_skills: Creativity, Time Management, Negotiation | in_demand_skills: Data-informed design, climate-resilient architecture, stakeholder engagement via immersive tech | expected_salary(Annual): ₹12L – ₹24L | growth_path: Progress to Expert Architect or Principal roles with strategic responsibilities | learning_resources: IGBC certification courses, Advanced BIM coordination (Autodesk Academy), Urban design modules (FutureLearn), TED Talks on sustainable architecture"
32,Architect,Intern,Architecture & Design,"Assists senior architects with drawings, site visits, and research. Learns design tools and basic construction concepts. Often part of a college internship or early training.",Enrolled in B.Arch or Diploma in Architecture program,NATA qualification (if not already completed); COA registration in progress,"Completion of 10+2 with Physics, Chemistry, Mathematics + NATA qualification","Basic drafting, sketching, AutoCAD, model making, site documentation","Curiosity, active listening, time management, openness to feedback","Basic BIM (Revit), 3D modeling (SketchUp), digital portfolio creation, sustainability awareness","₹10,000 – ₹20,000 (stipend or part-time)",Transition to Junior Architect after graduation and COA registration,"NATA prep platforms (e.g., EduRev, Embibe), YouTube channels on sketching & model making, AutoCAD basics on Coursera or Udemy","career_name: Architect | Career level: Intern | category: Architecture & Design | description: Assists senior architects with drawings, site visits, and research. Learns design tools and basic construction concepts. Often part of a college internship or early training. | educational_requirements: Enrolled in B.Arch or Diploma in Architecture program | certifications: NATA qualification (if not already completed); COA registration in progress | minimum_elligibilty: Completion of 10+2 with Physics, Chemistry, Mathematics + NATA qualification | core_skills: Basic drafting, sketching, AutoCAD, model making, site documentation | soft_skills: Curiosity, active listening, time management, openness to feedback | in_demand_skills: Basic BIM (Revit), 3D modeling (SketchUp), digital portfolio creation, sustainability awareness | expected_salary(Annual): ₹10,000 – ₹20,000 (stipend or part-time) | growth_path: Transition to Junior Architect after graduation and COA registration | learning_resources: NATA prep platforms (e.g., EduRev, Embibe), YouTube channels on sketching & model making, AutoCAD basics on Coursera or Udemy"
33,Architect,Mid-Level,Architecture & Design,"Leads design for specific projects, manages timelines, and collaborates with teams. Responsible for drawings, approvals, and client communication.",B.Arch + 2–5 years of experience; optional certification in project management or sustainable design,Advanced Revit/BIM certification; LEED Green Associate; Project Management basics,B.Arch + 2–5 years of professional experience,"Project coordination, technical detailing, material selection, team collaboration","Negotiation, Time Management, Leadership","Generative design (AI tools), LEED/IGBC integration, digital twin coordination, smart materials",₹6L – ₹10.8L,Grow into Senior Architect by leading projects and mentoring juniors,"LEED Green Associate prep (USGBC), Parametric design tutorials (Grasshopper), Project management basics on edX, Design competitions (e.g., NASA India)","career_name: Architect | Career level: Mid-Level | category: Architecture & Design | description: Leads design for specific projects, manages timelines, and collaborates with teams. Responsible for drawings, approvals, and client communication. | educational_requirements: B.Arch + 2–5 years of experience; optional certification in project management or sustainable design | certifications: Advanced Revit/BIM certification; LEED Green Associate; Project Management basics | minimum_elligibilty: B.Arch + 2–5 years of professional experience | core_skills: Project coordination, technical detailing, material selection, team collaboration | soft_skills: Negotiation, Time Management, Leadership | in_demand_skills: Generative design (AI tools), LEED/IGBC integration, digital twin coordination, smart materials | expected_salary(Annual): ₹6L – ₹10.8L | growth_path: Grow into Senior Architect by leading projects and mentoring juniors | learning_resources: LEED Green Associate prep (USGBC), Parametric design tutorials (Grasshopper), Project management basics on edX, Design competitions (e.g., NASA India)"
34,Architect,Mid-Level,Architecture & Design,"Leads design for specific projects, manages timelines, and collaborates with teams. Responsible for drawings, approvals, and client communication.",B.Arch + 2–5 years of experience; optional certification in project management or sustainable design,Advanced Revit/BIM certification; LEED Green Associate; Project Management basics,B.Arch + 2–5 years of professional experience,"Project coordination, technical detailing, material selection, team collaboration","Adaptability, Creativity, Negotiation","Generative design (AI tools), LEED/IGBC integration, digital twin coordination, smart materials",₹6L – ₹10.8L,Grow into Senior Architect by leading projects and mentoring juniors,"LEED Green Associate prep (USGBC), Parametric design tutorials (Grasshopper), Project management basics on edX, Design competitions (e.g., NASA India)","career_name: Architect | Career level: Mid-Level | category: Architecture & Design | description: Leads design for specific projects, manages timelines, and collaborates with teams. Responsible for drawings, approvals, and client communication. | educational_requirements: B.Arch + 2–5 years of experience; optional certification in project management or sustainable design | certifications: Advanced Revit/BIM certification; LEED Green Associate; Project Management basics | minimum_elligibilty: B.Arch + 2–5 years of professional experience | core_skills: Project coordination, technical detailing, material selection, team collaboration | soft_skills: Adaptability, Creativity, Negotiation | in_demand_skills: Generative design (AI tools), LEED/IGBC integration, digital twin coordination, smart materials | expected_salary(Annual): ₹6L – ₹10.8L | growth_path: Grow into Senior Architect by leading projects and mentoring juniors | learning_resources: LEED Green Associate prep (USGBC), Parametric design tutorials (Grasshopper), Project management basics on edX, Design competitions (e.g., NASA India)"
35,Architect,Expert,Architecture & Design,"Sets design vision, manages firm strategy, and leads innovation. Represents the firm in major projects and decisions. May specialize in urban design, sustainability, or heritage architecture.",Master’s or Doctorate in Architecture or Urban Planning; leadership experience and domain-specific expertise,"Specialized certifications (e.g., Smart Cities, Heritage Conservation, Net-Zero Design); Leadership or academic credentials",M.Arch or PhD in Architecture/Urban Planning + 10+ years experience + domain expertise,"Strategic planning, urban design, sustainability integration, policy advising",,"Strategic use of AI/ML in urban planning, Net-Zero design leadership, policy-driven innovation",₹30L+ (can exceed ₹60L in leadership or niche roles),"Move into firm leadership, urban policy advisory, or academic/research roles","Harvard GSD lectures, Smart Cities frameworks (NIUA), Research journals (IJAR, Urban Studies), Policy & leadership courses (ISB, CEPT)","career_name: Architect | Career level: Expert | category: Architecture & Design | description: Sets design vision, manages firm strategy, and leads innovation. Represents the firm in major projects and decisions. May specialize in urban design, sustainability, or heritage architecture. | educational_requirements: Master’s or Doctorate in Architecture or Urban Planning; leadership experience and domain-specific expertise | certifications: Specialized certifications (e.g., Smart Cities, Heritage Conservation, Net-Zero Design); Leadership or academic credentials | minimum_elligibilty: M.Arch or PhD in Architecture/Urban Planning + 10+ years experience + domain expertise | core_skills: Strategic planning, urban design, sustainability integration, policy advising | in_demand_skills: Strategic use of AI/ML in urban planning, Net-Zero design leadership, policy-driven innovation | expected_salary(Annual): ₹30L+ (can exceed ₹60L in leadership or niche roles) | growth_path: Move into firm leadership, urban policy advisory, or academic/research roles | learning_resources: Harvard GSD lectures, Smart Cities frameworks (NIUA), Research journals (IJAR, Urban Studies), Policy & leadership courses (ISB, CEPT)"
